2025-12-25 16:50:03,638 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 16:53:23,339 | INFO | req=test_session_1 | step=时间范围识别 | status=成功 | extra={"duration_ms": 963.54}
2025-12-25 16:53:23,371 | INFO | req=test_session_0 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1002.6}
2025-12-25 16:53:23,557 | INFO | req=test_session_18 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1194.49}
2025-12-25 16:53:23,561 | INFO | req=test_session_2 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1284.31}
2025-12-25 16:53:23,563 | INFO | req=test_session_5 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1218.49}
2025-12-25 16:53:23,576 | INFO | req=test_session_9 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1177.03}
2025-12-25 16:53:23,649 | INFO | req=test_session_3 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1302.6}
2025-12-25 16:53:23,671 | INFO | req=test_session_7 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1419.68}
2025-12-25 16:53:23,673 | INFO | req=test_session_4 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1290.51}
2025-12-25 16:53:23,686 | INFO | req=test_session_16 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1292.38}
2025-12-25 16:53:23,686 | INFO | req=test_session_19 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1259.61}
2025-12-25 16:53:23,697 | INFO | req=test_session_12 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1291.33}
2025-12-25 16:53:23,726 | INFO | req=test_session_11 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1375.34}
2025-12-25 16:53:23,760 | INFO | req=test_session_13 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1394.22}
2025-12-25 16:53:23,760 | INFO | req=test_session_14 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1417.59}
2025-12-25 16:53:24,188 | INFO | req=test_session_17 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1802.35}
2025-12-25 16:53:24,233 | INFO | req=test_session_15 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1812.89}
2025-12-25 16:53:24,651 | INFO | req=test_session_6 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2335.97}
2025-12-25 16:53:24,709 | INFO | req=test_session_1 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:24,709 | INFO | req=test_session_1 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1369.52}
2025-12-25 16:53:24,715 | INFO | req=test_session_0 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:24,715 | INFO | req=test_session_0 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1344.15}
2025-12-25 16:53:24,816 | INFO | req=test_session_9 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:24,816 | INFO | req=test_session_9 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1239.59}
2025-12-25 16:53:24,829 | INFO | req=test_session_8 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2489.83}
2025-12-25 16:53:24,846 | INFO | req=test_session_10 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2533.13}
2025-12-25 16:53:24,985 | INFO | req=test_session_19 | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1298.58}
2025-12-25 16:53:24,986 | INFO | req=test_session_19 | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 427, "duration_ms": 0.99}
2025-12-25 16:53:25,014 | INFO | req=test_session_18 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,014 | INFO | req=test_session_18 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1456.03}
2025-12-25 16:53:25,046 | INFO | req=test_session_3 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,047 | INFO | req=test_session_3 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1397.28}
2025-12-25 16:53:25,077 | INFO | req=test_session_14 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,077 | INFO | req=test_session_14 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1316.67}
2025-12-25 16:53:25,098 | INFO | req=test_session_20 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,099 | INFO | req=test_session_20 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,099 | INFO | req=test_session_20 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:53:25,099 | INFO | req=test_session_20 | step=输入清洗 | status=成功 | extra={"original_length": 37, "cleaned_length": 13, "duration_ms": 0.03}
2025-12-25 16:53:25,099 | INFO | req=test_session_20 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:53:25,099 | INFO | req=test_session_20 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:53:25,100 | INFO | req=test_session_20 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.04}
2025-12-25 16:53:25,100 | INFO | req=test_session_20 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 16:53:25,125 | INFO | req=test_session_12 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,125 | INFO | req=test_session_12 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1428.58}
2025-12-25 16:53:25,126 | INFO | req=test_session_7 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,126 | INFO | req=test_session_7 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1454.42}
2025-12-25 16:53:25,127 | INFO | req=test_session_21 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,127 | INFO | req=test_session_21 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,127 | INFO | req=test_session_21 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 16:53:25,127 | INFO | req=test_session_21 | step=输入清洗 | status=成功 | extra={"original_length": 42, "cleaned_length": 18, "duration_ms": 0.01}
2025-12-25 16:53:25,127 | INFO | req=test_session_21 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,128 | INFO | req=test_session_21 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,128 | INFO | req=test_session_21 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,128 | INFO | req=test_session_21 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 16:53:25,155 | INFO | req=test_session_11 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,155 | INFO | req=test_session_11 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1428.85}
2025-12-25 16:53:25,185 | INFO | req=test_session_16 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,185 | INFO | req=test_session_16 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1499.44}
2025-12-25 16:53:25,188 | INFO | req=test_session_4 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,188 | INFO | req=test_session_4 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1514.63}
2025-12-25 16:53:25,265 | INFO | req=test_session_19 | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 278.43}
2025-12-25 16:53:25,271 | INFO | req=test_session_19 | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 5.68}
2025-12-25 16:53:25,271 | INFO | req=test_session_19 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:53:25,278 | INFO | req=test_session_5 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,278 | INFO | req=test_session_5 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1714.66}
2025-12-25 16:53:25,299 | INFO | req=test_session_13 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,299 | INFO | req=test_session_13 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1539.06}
2025-12-25 16:53:25,385 | INFO | req=test_session_22 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,385 | INFO | req=test_session_22 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,385 | INFO | req=test_session_22 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:53:25,385 | INFO | req=test_session_22 | step=输入清洗 | status=成功 | extra={"original_length": 46, "cleaned_length": 22, "duration_ms": 0.03}
2025-12-25 16:53:25,385 | INFO | req=test_session_22 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,386 | INFO | req=test_session_22 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,386 | INFO | req=test_session_22 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:53:25,386 | INFO | req=test_session_22 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 16:53:25,624 | INFO | req=test_session_17 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,624 | INFO | req=test_session_17 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1435.61}
2025-12-25 16:53:25,632 | INFO | req=test_session_15 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,632 | INFO | req=test_session_15 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1398.82}
2025-12-25 16:53:25,826 | INFO | req=test_session_25 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,826 | INFO | req=test_session_25 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.01}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,827 | INFO | req=test_session_25 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 16:53:25,846 | INFO | req=test_session_6 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,846 | INFO | req=test_session_6 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1194.91}
2025-12-25 16:53:25,864 | INFO | req=test_session_10 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:53:25,864 | INFO | req=test_session_10 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1017.92}
2025-12-25 16:53:25,890 | INFO | req=test_session_23 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,891 | INFO | req=test_session_23 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,891 | INFO | req=test_session_23 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:53:25,891 | INFO | req=test_session_23 | step=输入清洗 | status=成功 | extra={"original_length": 39, "cleaned_length": 15, "duration_ms": 0.03}
2025-12-25 16:53:25,892 | INFO | req=test_session_23 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:53:25,892 | INFO | req=test_session_23 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:53:25,892 | INFO | req=test_session_23 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:53:25,892 | INFO | req=test_session_23 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 16:53:25,895 | INFO | req=test_session_24 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,895 | INFO | req=test_session_24 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,895 | INFO | req=test_session_24 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 16:53:25,896 | INFO | req=test_session_24 | step=输入清洗 | status=成功 | extra={"original_length": 37, "cleaned_length": 13, "duration_ms": 0.01}
2025-12-25 16:53:25,896 | INFO | req=test_session_24 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,896 | INFO | req=test_session_24 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,896 | INFO | req=test_session_24 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,896 | INFO | req=test_session_24 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=输入清洗 | status=成功 | extra={"original_length": 41, "cleaned_length": 17, "duration_ms": 0.01}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:53:25,901 | INFO | req=test_session_27 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
