2025-12-25 16:51:46,733 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:50,486 | INFO | req=test_session_12 | step=意图识别 | status=成功 | extra={"duration_ms": 1970.17}
2025-12-25 16:51:50,486 | INFO | req=test_session_12 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,486 | INFO | req=test_session_12 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.15}
2025-12-25 16:51:50,549 | INFO | req=test_session_16 | step=意图识别 | status=成功 | extra={"duration_ms": 1754.6}
2025-12-25 16:51:50,550 | INFO | req=test_session_16 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,550 | INFO | req=test_session_16 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.25}
2025-12-25 16:51:50,568 | INFO | req=test_session_2 | step=意图识别 | status=成功 | extra={"duration_ms": 1900.09}
2025-12-25 16:51:50,569 | INFO | req=test_session_2 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,569 | INFO | req=test_session_2 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.24}
2025-12-25 16:51:50,609 | INFO | req=test_session_13 | step=意图识别 | status=成功 | extra={"duration_ms": 1994.91}
2025-12-25 16:51:50,609 | INFO | req=test_session_13 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,609 | INFO | req=test_session_13 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.24}
2025-12-25 16:51:50,611 | INFO | req=test_session_18 | step=意图识别 | status=成功 | extra={"duration_ms": 2000.04}
2025-12-25 16:51:50,611 | INFO | req=test_session_18 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,612 | INFO | req=test_session_18 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.1}
2025-12-25 16:51:50,685 | INFO | req=test_session_22 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:50,685 | INFO | req=test_session_22 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=签名验证 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.18}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:50,686 | INFO | req=test_session_22 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:51:50,707 | INFO | req=test_session_1 | step=意图识别 | status=成功 | extra={"duration_ms": 1389.86}
2025-12-25 16:51:50,707 | INFO | req=test_session_1 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,708 | INFO | req=test_session_1 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.17}
2025-12-25 16:51:50,797 | INFO | req=test_session_11 | step=意图识别 | status=成功 | extra={"duration_ms": 1978.38}
2025-12-25 16:51:50,797 | INFO | req=test_session_11 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,797 | INFO | req=test_session_11 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.14}
2025-12-25 16:51:50,841 | INFO | req=test_session_8 | step=意图识别 | status=成功 | extra={"duration_ms": 1943.6}
2025-12-25 16:51:50,848 | INFO | req=test_session_8 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,848 | INFO | req=test_session_8 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 6.85}
2025-12-25 16:51:50,852 | INFO | req=test_session_9 | step=意图识别 | status=成功 | extra={"duration_ms": 2034.58}
2025-12-25 16:51:50,852 | INFO | req=test_session_9 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,852 | INFO | req=test_session_9 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.09}
2025-12-25 16:51:50,892 | INFO | req=test_session_20 | step=意图识别 | status=成功 | extra={"duration_ms": 1430.58}
2025-12-25 16:51:50,893 | INFO | req=test_session_20 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,893 | INFO | req=test_session_20 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.39}
2025-12-25 16:51:50,948 | INFO | req=test_session_14 | step=意图识别 | status=成功 | extra={"duration_ms": 2100.15}
2025-12-25 16:51:50,948 | INFO | req=test_session_14 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,948 | INFO | req=test_session_14 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.25}
2025-12-25 16:51:50,981 | INFO | req=test_session_7 | step=意图识别 | status=成功 | extra={"duration_ms": 2077.5}
2025-12-25 16:51:50,981 | INFO | req=test_session_7 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:50,981 | INFO | req=test_session_7 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.18}
2025-12-25 16:51:51,038 | INFO | req=test_session_19 | step=意图识别 | status=成功 | extra={"duration_ms": 2092.58}
2025-12-25 16:51:51,039 | INFO | req=test_session_19 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,039 | INFO | req=test_session_19 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.21}
2025-12-25 16:51:51,127 | INFO | req=test_session_10 | step=意图识别 | status=成功 | extra={"duration_ms": 1959.7}
2025-12-25 16:51:51,127 | INFO | req=test_session_10 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,128 | INFO | req=test_session_10 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "short", "duration_ms": 0.38}
2025-12-25 16:51:51,144 | INFO | req=test_session_6 | step=意图识别 | status=成功 | extra={"duration_ms": 1636.4}
2025-12-25 16:51:51,144 | INFO | req=test_session_6 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,144 | INFO | req=test_session_6 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.29}
2025-12-25 16:51:51,180 | INFO | req=test_session_23 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,180 | INFO | req=test_session_23 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,180 | INFO | req=test_session_23 | step=签名验证 | status=成功 | extra={"duration_ms": 0.14}
2025-12-25 16:51:51,181 | INFO | req=test_session_23 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.13}
2025-12-25 16:51:51,181 | INFO | req=test_session_23 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:51:51,181 | INFO | req=test_session_23 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:51:51,181 | INFO | req=test_session_23 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:51:51,181 | INFO | req=test_session_23 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 16:51:51,245 | INFO | req=test_session_17 | step=意图识别 | status=成功 | extra={"duration_ms": 2282.99}
2025-12-25 16:51:51,245 | INFO | req=test_session_17 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,246 | INFO | req=test_session_17 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.24}
2025-12-25 16:51:51,293 | INFO | req=test_session_15 | step=意图识别 | status=成功 | extra={"duration_ms": 1182.48}
2025-12-25 16:51:51,294 | INFO | req=test_session_15 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,294 | INFO | req=test_session_15 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.34}
2025-12-25 16:51:51,325 | INFO | req=test_session_24 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,325 | INFO | req=test_session_24 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,325 | INFO | req=test_session_24 | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 16:51:51,326 | INFO | req=test_session_24 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.1}
2025-12-25 16:51:51,326 | INFO | req=test_session_24 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,326 | INFO | req=test_session_24 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,326 | INFO | req=test_session_24 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,326 | INFO | req=test_session_24 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=签名验证 | status=成功 | extra={"duration_ms": 0.1}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:51:51,437 | INFO | req=test_session_27 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:51:51,447 | INFO | req=test_session_25 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,447 | INFO | req=test_session_25 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,447 | INFO | req=test_session_25 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 16:51:51,447 | INFO | req=test_session_25 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 16:51:51,448 | INFO | req=test_session_25 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,448 | INFO | req=test_session_25 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,448 | INFO | req=test_session_25 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:51:51,448 | INFO | req=test_session_25 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:51:51,458 | INFO | req=test_session_5 | step=意图识别 | status=成功 | extra={"duration_ms": 2328.67}
2025-12-25 16:51:51,458 | INFO | req=test_session_5 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:51:51,458 | INFO | req=test_session_5 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.11}
2025-12-25 16:51:51,494 | INFO | req=test_session_26 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,494 | INFO | req=test_session_26 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,494 | INFO | req=test_session_26 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 16:51:51,494 | INFO | req=test_session_26 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 16:51:51,495 | INFO | req=test_session_26 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,495 | INFO | req=test_session_26 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,495 | INFO | req=test_session_26 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:51:51,495 | INFO | req=test_session_26 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:51:51,739 | INFO | req=test_session_21 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1260.99}
2025-12-25 16:51:51,762 | INFO | req=test_session_28 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:51:51,762 | INFO | req=test_session_28 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:51:51,762 | INFO | req=test_session_28 | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 16:51:51,762 | INFO | req=test_session_28 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 16:51:51,763 | INFO | req=test_session_28 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
